,essay,token,lemma,sentence,index,start,pos,sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,IOB
102,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,children,child,0,8,612,NNS,Neutral,1,Body,Middle,False,True,False,S,S,0.13333333333333333,0.13333333333333333,learn-10,NP,NNS,NNS,life,0.11534865659079704,Arg-I
103,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,can,can,0,9,621,MD,Neutral,1,Body,Middle,False,False,False,VP,S,0.2,0.13333333333333333,learn-10,MD,can,can,learn,0.11534865659079704,Arg-I
104,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,learn,learn,0,10,625,VB,Neutral,1,Body,Middle,False,False,False,VP,VP,0.26666666666666666,0.2,learn-10,ROOT,S,S,learn,0.11534865659079704,Arg-I
105,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,about,about,0,11,631,IN,Neutral,1,Body,Middle,False,False,False,PP,VP,0.3333333333333333,0.26666666666666666,skills-13,IN,about,about,skills,0.11534865659079704,Arg-I
106,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,interpersonal,interpersonal,0,12,637,JJ,Neutral,1,Body,Middle,False,False,False,NP,PP,0.4666666666666667,0.3333333333333333,skills-13,JJ,interpersonal,interpersonal,skills,0.11534865659079704,Arg-I
107,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,skills,skill,0,13,651,NNS,Neutral,1,Body,Middle,False,False,False,NP,NP,0.4,0.4666666666666667,learn-10,PP,IN,NP,life,0.11534865659079704,Arg-I
108,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,which,which,0,14,658,WDT,Neutral,1,Body,Middle,False,False,False,SBAR,NP,0.4666666666666667,0.4,significant-16,WHNP,WDT,WDT,significant,0.11534865659079704,Arg-I
109,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,are,be,0,15,664,VBP,Neutral,1,Body,Middle,False,False,False,VP,SBAR,0.6,0.4666666666666667,significant-16,VBP,are,are,significant,0.11534865659079704,Arg-I
110,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,significant,significant,0,16,668,JJ,Neutral,1,Body,Middle,False,False,False,ADJP,VP,0.6666666666666666,0.6,skills-13,SBAR,WHNP,S,learn,0.11534865659079704,Arg-I
111,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,in,in,0,17,680,IN,Neutral,1,Body,Middle,False,False,False,PP,ADJP,0.7333333333333333,0.6666666666666666,life-20,IN,in,in,life,0.11534865659079704,Arg-I
112,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,0,18,683,DT,Neutral,1,Body,Middle,False,False,False,NP,PP,0.8666666666666667,0.7333333333333333,life-20,DT,the,the,life,0.11534865659079704,Arg-I
113,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,future,future,0,19,687,JJ,Neutral,1,Body,Middle,False,False,False,NP,NP,0.8666666666666667,0.8666666666666667,life-20,JJ,future,future,life,0.11534865659079704,Arg-I
114,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,life,life,0,20,694,NN,Neutral,1,Body,Middle,False,False,False,S,NP,0.13333333333333333,0.8666666666666667,significant-16,PP,IN,NP,life,0.11534865659079704,Arg-I
115,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,0,21,699,IN,Neutral,1,Body,Middle,False,False,False,PP,S,0.26666666666666666,0.13333333333333333,students-23,ADVP,RB,PP,life,0.11534865659079704,Arg-I
116,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,all,all,0,22,702,DT,Neutral,1,Body,Middle,False,False,False,S,PP,0.13333333333333333,0.26666666666666666,students-23,ADVP,RB,PP,life,0.11534865659079704,Arg-I
117,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,students,student,0,23,706,NNS,Neutral,1,Body,Middle,False,False,True,S,S,0.13333333333333333,0.13333333333333333,life-20,PP,IN,NP,life,0.11534865659079704,Arg-I
118,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,0,24,714,.,Neutral,1,Body,Last,True,False,False,,S,-1.0,0.13333333333333333,learn-10,.,.,.,learn,0.11534865659079704,O
119,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,What,what,1,1,716,WP,Negative,1,Body,First,False,True,False,SBAR,,0.36363636363636365,-1.0,acquired-3,WHNP,WP,WP,acquired,0.23787923555186608,Arg-B
120,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,we,we,1,2,721,PRP,Negative,1,Body,Middle,False,False,False,S,SBAR,0.45454545454545453,0.36363636363636365,acquired-3,NP,PRP,PRP,acquired,0.0476733683405093,Arg-I
121,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,acquired,acquire,1,3,724,VBD,Negative,1,Body,Middle,False,False,False,VP,S,0.5454545454545454,0.45454545454545453,is-7,SBAR,WHNP,S,is,0.14984525969388995,Arg-I
122,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,from,from,1,4,733,IN,Negative,1,Body,Middle,False,False,False,PP,VP,0.6363636363636364,0.5454545454545454,work-6,IN,from,from,work,0.11534865659079704,Arg-I
123,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,team,team,1,5,738,NN,Negative,1,Body,Middle,False,False,False,NN,PP,0.8181818181818182,0.6363636363636364,work-6,team,,,,0.11534865659079704,Arg-I
124,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,work,work,1,6,743,NN,Negative,1,Body,Middle,False,False,False,S,NN,0.2727272727272727,0.8181818181818182,acquired-3,PP,IN,NP,get,0.11534865659079704,Arg-I
125,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,is,be,1,7,748,VBZ,Negative,1,Body,Middle,False,False,False,VP,S,0.36363636363636365,0.2727272727272727,is-7,ROOT,S,S,is,0.11534865659079704,Arg-I
126,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,not,not,1,8,751,RB,Negative,1,Body,Middle,False,False,False,VP,VP,0.36363636363636365,0.36363636363636365,is-7,RB,not,not,is,0.11534865659079704,Arg-I
127,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,only,only,1,9,755,RB,Negative,1,Body,Middle,False,False,False,VP,VP,0.36363636363636365,0.36363636363636365,is-7,ADVP,RB,RB,is,0.11534865659079704,Arg-I
128,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,how,how,1,10,760,WRB,Negative,1,Body,Middle,False,False,False,SBAR,VP,0.45454545454545453,0.36363636363636365,achieve-12,WHADVP,WRB,WRB,get,0.11534865659079704,Arg-I
129,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,1,11,764,TO,Negative,1,Body,Middle,False,False,False,VP,SBAR,0.6363636363636364,0.45454545454545453,achieve-12,TO,to,to,get,0.11534865659079704,Arg-I
130,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,achieve,achieve,1,12,767,VB,Negative,1,Body,Middle,False,False,False,VP,VP,0.7272727272727273,0.6363636363636364,is-7,SBAR,WHADVP,S,is,0.11534865659079704,Arg-I
131,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,1,13,775,DT,Negative,1,Body,Middle,False,False,False,NP,VP,0.8181818181818182,0.7272727272727273,goal-15,DT,the,the,goal,0.11534865659079704,Arg-I
132,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,same,same,1,14,779,JJ,Negative,1,Body,Middle,False,False,False,NP,NP,0.8181818181818182,0.8181818181818182,goal-15,JJ,same,same,goal,0.11534865659079704,Arg-I
133,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,goal,goal,1,15,784,NN,Negative,1,Body,Middle,False,False,False,VP,NP,0.7272727272727273,0.8181818181818182,achieve-12,NP,DT,NN,achieve,0.11534865659079704,Arg-I
134,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,with,with,1,16,789,IN,Negative,1,Body,Middle,False,False,False,PP,VP,0.8181818181818182,0.7272727272727273,others-17,IN,with,with,others,0.11534865659079704,Arg-I
135,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,others,other,1,17,794,NNS,Negative,1,Body,Middle,False,False,False,S,PP,0.18181818181818182,0.8181818181818182,achieve-12,PP,IN,NP,get,0.11534865659079704,Arg-I
136,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,but,but,1,18,801,CC,Negative,1,Body,Middle,False,False,False,S,S,0.18181818181818182,0.18181818181818182,is-7,CC,but,but,is,0.11534865659079704,Arg-I
137,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,more,more,1,19,805,RBR,Negative,1,Body,Middle,False,False,False,ADVP,S,0.2727272727272727,0.18181818181818182,importantly-20,RBR,more,more,importantly,0.11534865659079704,Arg-I
138,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,importantly,importantly,1,20,810,RB,Negative,1,Body,Middle,False,False,True,S,ADVP,0.18181818181818182,0.2727272727272727,is-7,ADVP,RBR,RB,is,0.11534865659079704,Arg-I
139,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",1,21,821,",",Negative,1,Body,Middle,True,False,False,S,S,0.18181818181818182,0.18181818181818182,is-7,",",",",",",is,0.11534865659079704,Arg-I
140,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,how,how,1,22,823,WRB,Negative,1,Body,Middle,False,True,False,SBAR,S,0.45454545454545453,0.18181818181818182,get-24,S,SBAR,VP,get,0.11534865659079704,Arg-I
141,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,1,23,827,TO,Negative,1,Body,Middle,False,False,False,S,SBAR,0.18181818181818182,0.45454545454545453,get-24,S,SBAR,VP,get,0.11534865659079704,Arg-I
142,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,get,get,1,24,830,VB,Negative,1,Body,Middle,False,False,False,VP,S,0.5454545454545454,0.18181818181818182,is-7,SBAR,WHADVP,S,is,0.11534865659079704,Arg-I
143,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,along,along,1,25,834,RP,Negative,1,Body,Middle,False,False,False,S,VP,0.18181818181818182,0.5454545454545454,get-24,PRT,RP,RP,get,0.11534865659079704,Arg-I
144,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,with,with,1,26,840,IN,Negative,1,Body,Middle,False,False,False,PP,S,0.8181818181818182,0.18181818181818182,others-27,IN,with,with,others,0.11534865659079704,Arg-I
145,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,others,other,1,27,845,NNS,Negative,1,Body,Middle,False,False,True,S,PP,0.18181818181818182,0.8181818181818182,get-24,S,SBAR,VP,get,0.11534865659079704,Arg-I
146,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,1,28,851,.,Negative,1,Body,Last,True,False,False,,S,-1.0,0.18181818181818182,is-7,.,.,.,is,0.11534865659079704,O
147,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,During,during,2,1,853,IN,Negative,1,Body,First,False,True,False,PP,,0.21428571428571427,-1.0,process-3,IN,During,During,process,0.23787923555186608,Arg-B
148,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,2,2,860,DT,Negative,1,Body,Middle,False,False,False,NP,PP,0.35714285714285715,0.21428571428571427,process-3,DT,the,the,process,0.0476733683405093,Arg-I
149,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,process,process,2,3,864,NN,Negative,1,Body,Middle,False,False,False,NP,NP,0.2857142857142857,0.35714285714285715,learn-9,PP,IN,NP,occurred,0.14984525969388995,Arg-I
150,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,2,4,872,IN,Negative,1,Body,Middle,False,False,False,PP,NP,0.35714285714285715,0.2857142857142857,cooperation-5,IN,of,of,others,0.11534865659079704,Arg-I
151,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,cooperation,cooperation,2,5,875,NN,Negative,1,Body,Middle,False,False,True,S,PP,0.14285714285714285,0.35714285714285715,process-3,PP,IN,NP,occurred,0.11534865659079704,Arg-I
152,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,6,886,",",Negative,1,Body,Middle,True,False,False,S,S,0.14285714285714285,0.14285714285714285,learn-9,",",",",",",communicate,0.11534865659079704,Arg-I
153,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,children,child,2,7,888,NNS,Negative,1,Body,Middle,False,True,False,S,S,0.14285714285714285,0.14285714285714285,learn-9,NP,NNS,NNS,occurred,0.11534865659079704,Arg-I
154,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,can,can,2,8,897,MD,Negative,1,Body,Middle,False,False,False,VP,S,0.21428571428571427,0.14285714285714285,learn-9,MD,can,can,learn,0.11534865659079704,Arg-I
155,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,learn,learn,2,9,901,VB,Negative,1,Body,Middle,False,False,False,VP,VP,0.2857142857142857,0.21428571428571427,learn-9,ROOT,S,S,learn,0.11534865659079704,Arg-I
156,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,about,about,2,10,907,IN,Negative,1,Body,Middle,False,False,False,PP,VP,0.35714285714285715,0.2857142857142857,listen-13,IN,about,about,listen,0.11534865659079704,Arg-I
157,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,how,how,2,11,913,WRB,Negative,1,Body,Middle,False,False,False,SBAR,PP,0.42857142857142855,0.35714285714285715,listen-13,WHADVP,WRB,WRB,occurred,0.11534865659079704,Arg-I
158,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,2,12,917,TO,Negative,1,Body,Middle,False,False,False,VP,SBAR,0.5714285714285714,0.42857142857142855,listen-13,TO,to,to,compromise,0.11534865659079704,Arg-I
159,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,listen,listen,2,13,920,VB,Negative,1,Body,Middle,False,False,False,VP,VP,0.5714285714285714,0.5714285714285714,learn-9,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
160,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,2,14,927,IN,Negative,1,Body,Middle,False,False,False,VP,VP,0.5714285714285714,0.5714285714285714,opinions-15,TO,to,to,compromise,0.11534865659079704,Arg-I
161,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,opinions,opinion,2,15,930,NNS,Negative,1,Body,Middle,False,False,False,S,VP,0.14285714285714285,0.5714285714285714,listen-13,PP,IN,NP,occurred,0.11534865659079704,Arg-I
162,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,2,16,939,IN,Negative,1,Body,Middle,False,False,False,S,S,0.14285714285714285,0.14285714285714285,others-17,PP,IN,NP,occurred,0.11534865659079704,Arg-I
163,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,others,other,2,17,942,NNS,Negative,1,Body,Middle,False,False,True,S,S,0.14285714285714285,0.14285714285714285,opinions-15,PP,IN,NP,occurred,0.11534865659079704,Arg-I
164,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,18,948,",",Negative,1,Body,Middle,True,False,False,S,S,0.14285714285714285,0.14285714285714285,learn-9,",",",",",",communicate,0.11534865659079704,Arg-I
165,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,how,how,2,19,950,WRB,Negative,1,Body,Middle,False,True,False,SBAR,S,0.42857142857142855,0.14285714285714285,communicate-21,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
166,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,2,20,954,TO,Negative,1,Body,Middle,False,False,False,VP,SBAR,0.2857142857142857,0.42857142857142855,communicate-21,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
167,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,communicate,communicate,2,21,957,VB,Negative,1,Body,Middle,False,False,False,VP,VP,0.6428571428571429,0.2857142857142857,learn-9,SBAR,SBAR,SBAR,compromise,0.11534865659079704,Arg-I
168,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,with,with,2,22,969,IN,Negative,1,Body,Middle,False,False,False,VP,VP,0.2857142857142857,0.6428571428571429,others-23,SBAR,SBAR,SBAR,compromise,0.11534865659079704,Arg-I
169,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,others,other,2,23,974,NNS,Negative,1,Body,Middle,False,False,True,S,VP,0.14285714285714285,0.2857142857142857,communicate-21,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
170,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,24,980,",",Negative,1,Body,Middle,True,False,False,S,S,0.14285714285714285,0.14285714285714285,communicate-21,",",",",",",communicate,0.11534865659079704,Arg-I
171,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,how,how,2,25,982,WRB,Negative,1,Body,Middle,False,True,False,SBAR,S,0.42857142857142855,0.14285714285714285,think-27,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
172,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,2,26,986,TO,Negative,1,Body,Middle,False,False,False,VP,SBAR,0.2857142857142857,0.42857142857142855,think-27,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
173,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,think,think,2,27,989,VB,Negative,1,Body,Middle,False,False,False,VP,VP,0.6428571428571429,0.2857142857142857,communicate-21,think,,,,0.11534865659079704,Arg-I
174,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,comprehensively,comprehensively,2,28,995,RB,Negative,1,Body,Middle,False,False,True,S,VP,0.14285714285714285,0.6428571428571429,think-27,ADVP,,,,0.11534865659079704,Arg-I
175,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,29,1010,",",Negative,1,Body,Middle,True,False,False,S,S,0.14285714285714285,0.14285714285714285,communicate-21,",",",",",",communicate,0.11534865659079704,Arg-I
176,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,and,and,2,30,1012,CC,Negative,1,Body,Middle,False,True,False,SBAR,S,0.35714285714285715,0.14285714285714285,compromise-34,CC,and,and,compromise,0.11534865659079704,Arg-I
177,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,even,even,2,31,1016,RB,Negative,1,Body,Middle,False,False,False,VP,SBAR,0.2857142857142857,0.35714285714285715,how-32,SBAR,SBAR,SBAR,compromise,0.11534865659079704,Arg-I
178,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,how,how,2,32,1021,WRB,Negative,1,Body,Middle,False,False,False,SBAR,VP,0.42857142857142855,0.2857142857142857,compromise-34,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
179,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,2,33,1025,TO,Negative,1,Body,Middle,False,False,False,VP,SBAR,0.2857142857142857,0.42857142857142855,compromise-34,PP,IN,SBAR,compromise,0.11534865659079704,Arg-I
180,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,compromise,compromise,2,34,1028,VB,Negative,1,Body,Middle,False,False,False,VP,VP,0.6428571428571429,0.2857142857142857,communicate-21,compromise,,,,0.11534865659079704,Arg-I
181,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,with,with,2,35,1039,IN,Negative,1,Body,Middle,False,False,False,PP,VP,0.7142857142857143,0.6428571428571429,members-38,IN,with,with,members,0.11534865659079704,Arg-I
182,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,other,other,2,36,1044,JJ,Negative,1,Body,Middle,False,False,False,NP,PP,0.7857142857142857,0.7142857142857143,members-38,JJ,,,,0.11534865659079704,Arg-I
183,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,team,team,2,37,1050,NN,Negative,1,Body,Middle,False,False,False,NP,NP,0.7857142857142857,0.7857142857142857,members-38,NN,,,,0.11534865659079704,Arg-I
184,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,members,member,2,38,1055,NNS,Negative,1,Body,Middle,False,False,False,VP,NP,0.6428571428571429,0.7857142857142857,compromise-34,PP,IN,NP,occurred,0.11534865659079704,Arg-I
185,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,when,when,2,39,1063,WRB,Negative,1,Body,Middle,False,False,False,SBAR,VP,0.7142857142857143,0.6428571428571429,occurred-41,WHADVP,,,,0.11534865659079704,Arg-I
186,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,conflicts,conflict,2,40,1068,NNS,Negative,1,Body,Middle,False,False,False,S,SBAR,0.7857142857142857,0.7142857142857143,occurred-41,NP,,,,0.11534865659079704,Arg-I
187,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,occurred,occur,2,41,1078,VBD,Negative,1,Body,Middle,False,False,True,S,S,0.14285714285714285,0.7857142857142857,compromise-34,SBAR,,,,0.11534865659079704,Arg-I
188,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,2,42,1086,.,Negative,1,Body,Last,True,False,False,,S,-1.0,0.14285714285714285,learn-9,.,.,.,learn,0.11534865659079704,O
189,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,All,all,3,1,1088,DT,Positive,1,Body,First,False,True,False,NP,,0.3,-1.0,help-5,NP,NP,PP,benefit,0.23787923555186608,Arg-B
190,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,3,2,1092,IN,Positive,1,Body,Middle,False,False,False,PP,NP,0.4,0.3,skills-4,IN,of,of,skills,0.0476733683405093,Arg-I
191,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,these,this,3,3,1095,DT,Positive,1,Body,Middle,False,False,False,NP,PP,0.5,0.4,skills-4,DT,these,these,skills,0.14984525969388995,Arg-I
192,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,skills,skill,3,4,1101,NNS,Positive,1,Body,Middle,False,False,False,S,NP,0.2,0.5,All-1,PP,IN,NP,benefit,0.11534865659079704,Arg-I
193,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,help,help,3,5,1108,VBP,Positive,1,Body,Middle,False,False,False,VP,S,0.4,0.2,help-5,ROOT,S,S,help,0.11534865659079704,Arg-I
194,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,them,they,3,6,1113,PRP,Positive,1,Body,Middle,False,False,False,VP,VP,0.4,0.4,help-5,NP,PRP,PRP,benefit,0.11534865659079704,Arg-I
195,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,3,7,1118,TO,Positive,1,Body,Middle,False,False,False,VP,VP,0.6,0.4,get-8,TO,to,to,get,0.11534865659079704,Arg-I
196,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,get,get,3,8,1121,VB,Positive,1,Body,Middle,False,False,False,VP,VP,0.7,0.6,help-5,S,VP,VP,benefit,0.11534865659079704,Arg-I
197,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,on,on,3,9,1125,RP,Positive,1,Body,Middle,False,False,False,VP,VP,0.7,0.7,get-8,PRT,RP,RP,get,0.11534865659079704,Arg-I
198,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,well,well,3,10,1128,RB,Positive,1,Body,Middle,False,False,False,VP,VP,0.7,0.7,get-8,ADVP,RB,RB,get,0.11534865659079704,Arg-I
199,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,with,with,3,11,1133,IN,Positive,1,Body,Middle,False,False,False,PP,VP,0.8,0.7,people-13,IN,with,with,people,0.11534865659079704,Arg-I
200,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,other,other,3,12,1138,JJ,Positive,1,Body,Middle,False,False,False,NP,PP,0.9,0.8,people-13,JJ,other,other,people,0.11534865659079704,Arg-I
201,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,people,person,3,13,1144,NNS,Positive,1,Body,Middle,False,False,False,VP,NP,0.3,0.9,get-8,PP,IN,NP,benefit,0.11534865659079704,Arg-I
