essay01.txt.ptree,0,4,0..6,Should
essay01.txt.ptree,0,7,7..15,students
essay01.txt.ptree,0,10,16..18,be
essay01.txt.ptree,0,13,19..25,taught
essay01.txt.ptree,0,18,26..28,to
essay01.txt.ptree,0,21,29..36,compete
essay01.txt.ptree,0,23,37..39,or
essay01.txt.ptree,0,26,40..42,to
essay01.txt.ptree,0,29,43..52,cooperate
essay01.txt.ptree,0,31,52..53,?
essay01.txt.ptree,1,5,55..57,It
essay01.txt.ptree,1,8,58..60,is
essay01.txt.ptree,1,11,61..67,always
essay01.txt.ptree,1,14,68..72,said
essay01.txt.ptree,1,17,73..77,that
essay01.txt.ptree,1,21,78..89,competition
essay01.txt.ptree,1,24,90..93,can
essay01.txt.ptree,1,27,94..105,effectively
essay01.txt.ptree,1,30,106..113,promote
essay01.txt.ptree,1,34,114..117,the
essay01.txt.ptree,1,36,118..129,development
essay01.txt.ptree,1,39,130..132,of
essay01.txt.ptree,1,42,133..140,economy
essay01.txt.ptree,1,44,140..141,.
essay01.txt.ptree,2,6,142..144,In
essay01.txt.ptree,2,8,145..150,order
essay01.txt.ptree,2,12,151..153,to
essay01.txt.ptree,2,15,154..161,survive
essay01.txt.ptree,2,18,162..164,in
essay01.txt.ptree,2,21,165..168,the
essay01.txt.ptree,2,23,169..180,competition
essay01.txt.ptree,2,25,180..181,COMMA
essay01.txt.ptree,2,28,182..191,companies
essay01.txt.ptree,2,31,192..200,continue
essay01.txt.ptree,2,35,201..203,to
essay01.txt.ptree,2,38,204..211,improve
essay01.txt.ptree,2,41,212..217,their
essay01.txt.ptree,2,43,218..226,products
essay01.txt.ptree,2,45,227..230,and
essay01.txt.ptree,2,47,231..238,service
essay01.txt.ptree,2,49,238..239,COMMA
essay01.txt.ptree,2,51,240..243,and
essay01.txt.ptree,2,55,244..246,as
essay01.txt.ptree,2,58,247..248,a
essay01.txt.ptree,2,60,249..255,result
essay01.txt.ptree,2,62,255..256,COMMA
essay01.txt.ptree,2,65,257..260,the
essay01.txt.ptree,2,67,261..266,whole
essay01.txt.ptree,2,69,267..274,society
essay01.txt.ptree,2,72,275..283,prospers
essay01.txt.ptree,2,74,283..284,.
essay01.txt.ptree,3,5,285..292,However
essay01.txt.ptree,3,7,292..293,COMMA
essay01.txt.ptree,3,12,294..298,when
essay01.txt.ptree,3,16,299..301,we
essay01.txt.ptree,3,19,302..309,discuss
essay01.txt.ptree,3,23,310..313,the
essay01.txt.ptree,3,25,314..319,issue
essay01.txt.ptree,3,28,320..322,of
essay01.txt.ptree,3,32,323..334,competition
essay01.txt.ptree,3,34,335..337,or
essay01.txt.ptree,3,36,338..349,cooperation
essay01.txt.ptree,3,38,349..350,COMMA
essay01.txt.ptree,3,42,351..355,what
essay01.txt.ptree,3,46,356..358,we
essay01.txt.ptree,3,49,359..362,are
essay01.txt.ptree,3,52,363..372,concerned
essay01.txt.ptree,3,54,373..378,about
essay01.txt.ptree,3,57,379..381,is
essay01.txt.ptree,3,59,382..385,not
essay01.txt.ptree,3,62,386..389,the
essay01.txt.ptree,3,64,390..395,whole
essay01.txt.ptree,3,66,396..403,society
essay01.txt.ptree,3,68,403..404,COMMA
essay01.txt.ptree,3,70,405..408,but
essay01.txt.ptree,3,75,409..412,the
essay01.txt.ptree,3,77,413..424,development
essay01.txt.ptree,3,80,425..427,of
essay01.txt.ptree,3,83,428..430,an
essay01.txt.ptree,3,85,431..441,individual
essay01.txt.ptree,3,88,441..443,'s
essay01.txt.ptree,3,91,444..449,whole
essay01.txt.ptree,3,93,450..454,life
essay01.txt.ptree,3,95,454..455,.
essay01.txt.ptree,4,5,456..460,From
essay01.txt.ptree,4,9,461..465,this
essay01.txt.ptree,4,11,466..471,point
essay01.txt.ptree,4,14,472..474,of
essay01.txt.ptree,4,17,475..479,view
essay01.txt.ptree,4,19,479..480,COMMA
essay01.txt.ptree,4,22,481..482,I
essay01.txt.ptree,4,25,483..489,firmly
essay01.txt.ptree,4,28,490..497,believe
essay01.txt.ptree,4,31,498..502,that
essay01.txt.ptree,4,35,503..505,we
essay01.txt.ptree,4,38,506..512,should
essay01.txt.ptree,4,41,513..519,attach
essay01.txt.ptree,4,44,520..524,more
essay01.txt.ptree,4,46,525..535,importance
essay01.txt.ptree,4,49,536..538,to
essay01.txt.ptree,4,52,539..550,cooperation
essay01.txt.ptree,4,55,551..557,during
essay01.txt.ptree,4,58,558..565,primary
essay01.txt.ptree,4,60,566..575,education
essay01.txt.ptree,4,62,575..576,.
essay01.txt.ptree,5,6,577..582,First
essay01.txt.ptree,5,9,583..585,of
essay01.txt.ptree,5,12,586..589,all
essay01.txt.ptree,5,14,589..590,COMMA
essay01.txt.ptree,5,17,591..598,through
essay01.txt.ptree,5,20,599..610,cooperation
essay01.txt.ptree,5,22,610..611,COMMA
essay01.txt.ptree,5,25,612..620,children
essay01.txt.ptree,5,28,621..624,can
essay01.txt.ptree,5,31,625..630,learn
essay01.txt.ptree,5,34,631..636,about
essay01.txt.ptree,5,38,637..650,interpersonal
essay01.txt.ptree,5,40,651..657,skills
essay01.txt.ptree,5,44,658..663,which
essay01.txt.ptree,5,48,664..667,are
essay01.txt.ptree,5,51,668..679,significant
essay01.txt.ptree,5,54,680..682,in
essay01.txt.ptree,5,58,683..686,the
essay01.txt.ptree,5,60,687..693,future
essay01.txt.ptree,5,62,694..698,life
essay01.txt.ptree,5,65,699..701,of
essay01.txt.ptree,5,68,702..705,all
essay01.txt.ptree,5,70,706..714,students
essay01.txt.ptree,5,72,714..715,.
essay01.txt.ptree,6,6,716..720,What
essay01.txt.ptree,6,10,721..723,we
essay01.txt.ptree,6,13,724..732,acquired
essay01.txt.ptree,6,16,733..737,from
essay01.txt.ptree,6,19,738..742,team
essay01.txt.ptree,6,21,743..747,work
essay01.txt.ptree,6,24,748..750,is
essay01.txt.ptree,6,26,751..754,not
essay01.txt.ptree,6,29,755..759,only
essay01.txt.ptree,6,33,760..763,how
essay01.txt.ptree,6,37,764..766,to
essay01.txt.ptree,6,40,767..774,achieve
essay01.txt.ptree,6,43,775..778,the
essay01.txt.ptree,6,45,779..783,same
essay01.txt.ptree,6,47,784..788,goal
essay01.txt.ptree,6,50,789..793,with
essay01.txt.ptree,6,53,794..800,others
essay01.txt.ptree,6,56,801..804,but
essay01.txt.ptree,6,59,805..809,more
essay01.txt.ptree,6,61,810..821,importantly
essay01.txt.ptree,6,63,821..822,COMMA
essay01.txt.ptree,6,67,823..826,how
essay01.txt.ptree,6,71,827..829,to
essay01.txt.ptree,6,74,830..833,get
essay01.txt.ptree,6,77,834..839,along
essay01.txt.ptree,6,80,840..844,with
essay01.txt.ptree,6,83,845..851,others
essay01.txt.ptree,6,85,851..852,.
essay01.txt.ptree,7,5,853..859,During
essay01.txt.ptree,7,9,860..863,the
essay01.txt.ptree,7,11,864..871,process
essay01.txt.ptree,7,14,872..874,of
essay01.txt.ptree,7,17,875..886,cooperation
essay01.txt.ptree,7,19,886..887,COMMA
essay01.txt.ptree,7,22,888..896,children
essay01.txt.ptree,7,25,897..900,can
essay01.txt.ptree,7,28,901..906,learn
essay01.txt.ptree,7,31,907..912,about
essay01.txt.ptree,7,35,913..916,how
essay01.txt.ptree,7,39,917..919,to
essay01.txt.ptree,7,42,920..926,listen
essay01.txt.ptree,7,45,927..929,to
essay01.txt.ptree,7,49,930..938,opinions
essay01.txt.ptree,7,52,939..941,of
essay01.txt.ptree,7,55,942..948,others
essay01.txt.ptree,7,57,948..949,COMMA
essay01.txt.ptree,7,62,950..953,how
essay01.txt.ptree,7,66,954..956,to
essay01.txt.ptree,7,69,957..968,communicate
essay01.txt.ptree,7,72,969..973,with
essay01.txt.ptree,7,75,974..980,others
essay01.txt.ptree,7,77,980..981,COMMA
essay01.txt.ptree,7,81,982..985,how
essay01.txt.ptree,7,85,986..988,to
essay01.txt.ptree,7,88,989..994,think
essay01.txt.ptree,7,91,995..1010,comprehensively
essay01.txt.ptree,7,93,1010..1011,COMMA
essay01.txt.ptree,7,95,1012..1015,and
essay01.txt.ptree,7,99,1016..1020,even
essay01.txt.ptree,7,101,1021..1024,how
essay01.txt.ptree,7,105,1025..1027,to
essay01.txt.ptree,7,108,1028..1038,compromise
essay01.txt.ptree,7,111,1039..1043,with
essay01.txt.ptree,7,114,1044..1049,other
essay01.txt.ptree,7,116,1050..1054,team
essay01.txt.ptree,7,118,1055..1062,members
essay01.txt.ptree,7,122,1063..1067,when
essay01.txt.ptree,7,126,1068..1077,conflicts
essay01.txt.ptree,7,129,1078..1086,occurred
essay01.txt.ptree,7,131,1086..1087,.
essay01.txt.ptree,8,6,1088..1091,All
essay01.txt.ptree,8,9,1092..1094,of
essay01.txt.ptree,8,12,1095..1100,these
essay01.txt.ptree,8,14,1101..1107,skills
essay01.txt.ptree,8,18,1108..1112,help
essay01.txt.ptree,8,21,1113..1117,them
essay01.txt.ptree,8,25,1118..1120,to
essay01.txt.ptree,8,28,1121..1124,get
essay01.txt.ptree,8,31,1125..1127,on
essay01.txt.ptree,8,34,1128..1132,well
essay01.txt.ptree,8,37,1133..1137,with
essay01.txt.ptree,8,40,1138..1143,other
essay01.txt.ptree,8,42,1144..1150,people
essay01.txt.ptree,8,44,1151..1154,and
essay01.txt.ptree,8,47,1155..1159,will
essay01.txt.ptree,8,50,1160..1167,benefit
essay01.txt.ptree,8,53,1168..1172,them
essay01.txt.ptree,8,56,1173..1176,for
essay01.txt.ptree,8,59,1177..1180,the
essay01.txt.ptree,8,61,1181..1186,whole
essay01.txt.ptree,8,63,1187..1191,life
essay01.txt.ptree,8,65,1191..1192,.
essay01.txt.ptree,9,5,1193..1195,On
essay01.txt.ptree,9,8,1196..1199,the
essay01.txt.ptree,9,10,1200..1205,other
essay01.txt.ptree,9,12,1206..1210,hand
essay01.txt.ptree,9,14,1210..1211,COMMA
essay01.txt.ptree,9,18,1212..1215,the
essay01.txt.ptree,9,20,1216..1228,significance
essay01.txt.ptree,9,23,1229..1231,of
essay01.txt.ptree,9,26,1232..1243,competition
essay01.txt.ptree,9,29,1244..1246,is
essay01.txt.ptree,9,32,1247..1251,that
essay01.txt.ptree,9,36,1252..1255,how
essay01.txt.ptree,9,40,1256..1258,to
essay01.txt.ptree,9,43,1259..1265,become
essay01.txt.ptree,9,46,1266..1270,more
essay01.txt.ptree,9,48,1271..1281,excellence
essay01.txt.ptree,9,52,1282..1284,to
essay01.txt.ptree,9,55,1285..1289,gain
essay01.txt.ptree,9,58,1290..1293,the
essay01.txt.ptree,9,60,1294..1301,victory
essay01.txt.ptree,9,62,1301..1302,.
essay01.txt.ptree,10,5,1303..1308,Hence
essay01.txt.ptree,10,8,1309..1311,it
essay01.txt.ptree,10,11,1312..1314,is
essay01.txt.ptree,10,14,1315..1321,always
essay01.txt.ptree,10,17,1322..1326,said
essay01.txt.ptree,10,20,1327..1331,that
essay01.txt.ptree,10,24,1332..1343,competition
essay01.txt.ptree,10,27,1344..1349,makes
essay01.txt.ptree,10,31,1350..1353,the
essay01.txt.ptree,10,33,1354..1361,society
essay01.txt.ptree,10,36,1362..1366,more
essay01.txt.ptree,10,38,1367..1376,effective
essay01.txt.ptree,10,40,1376..1377,.
essay01.txt.ptree,11,5,1378..1385,However
essay01.txt.ptree,11,7,1385..1386,COMMA
essay01.txt.ptree,11,11,1387..1391,when
essay01.txt.ptree,11,15,1392..1394,we
essay01.txt.ptree,11,18,1395..1403,consider
essay01.txt.ptree,11,21,1404..1409,about
essay01.txt.ptree,11,25,1410..1413,the
essay01.txt.ptree,11,27,1414..1422,question
essay01.txt.ptree,11,30,1423..1427,that
essay01.txt.ptree,11,34,1428..1431,how
essay01.txt.ptree,11,38,1432..1434,to
essay01.txt.ptree,11,41,1435..1438,win
essay01.txt.ptree,11,44,1439..1442,the
essay01.txt.ptree,11,46,1443..1447,game
essay01.txt.ptree,11,48,1447..1448,COMMA
essay01.txt.ptree,11,51,1449..1451,we
essay01.txt.ptree,11,54,1452..1458,always
essay01.txt.ptree,11,57,1459..1463,find
essay01.txt.ptree,11,60,1464..1468,that
essay01.txt.ptree,11,64,1469..1471,we
essay01.txt.ptree,11,67,1472..1476,need
essay01.txt.ptree,11,70,1477..1480,the
essay01.txt.ptree,11,72,1481..1492,cooperation
essay01.txt.ptree,11,74,1492..1493,.
essay01.txt.ptree,12,6,1494..1497,The
essay01.txt.ptree,12,9,1498..1505,greater
essay01.txt.ptree,12,13,1506..1509,our
essay01.txt.ptree,12,15,1510..1514,goal
essay01.txt.ptree,12,18,1515..1517,is
essay01.txt.ptree,12,20,1517..1518,COMMA
essay01.txt.ptree,12,23,1519..1522,the
essay01.txt.ptree,12,25,1523..1527,more
essay01.txt.ptree,12,27,1528..1539,competition
essay01.txt.ptree,12,30,1540..1542,we
essay01.txt.ptree,12,33,1543..1547,need
essay01.txt.ptree,12,35,1547..1548,.
essay01.txt.ptree,13,6,1549..1553,Take
essay01.txt.ptree,13,10,1554..1561,Olympic
essay01.txt.ptree,13,12,1562..1567,games
essay01.txt.ptree,13,16,1568..1573,which
essay01.txt.ptree,13,20,1574..1576,is
essay01.txt.ptree,13,24,1577..1578,a
essay01.txt.ptree,13,26,1579..1583,form
essay01.txt.ptree,13,29,1584..1586,of
essay01.txt.ptree,13,33,1587..1598,competition
essay01.txt.ptree,13,36,1599..1602,for
essay01.txt.ptree,13,39,1603..1611,instance
essay01.txt.ptree,13,41,1611..1612,COMMA
essay01.txt.ptree,13,44,1613..1615,it
essay01.txt.ptree,13,47,1616..1618,is
essay01.txt.ptree,13,50,1619..1623,hard
essay01.txt.ptree,13,54,1624..1626,to
essay01.txt.ptree,13,57,1627..1634,imagine
essay01.txt.ptree,13,61,1635..1638,how
essay01.txt.ptree,13,65,1639..1641,an
essay01.txt.ptree,13,67,1642..1649,athlete
essay01.txt.ptree,13,70,1650..1655,could
essay01.txt.ptree,13,73,1656..1659,win
essay01.txt.ptree,13,76,1660..1663,the
essay01.txt.ptree,13,78,1664..1668,game
essay01.txt.ptree,13,81,1669..1676,without
essay01.txt.ptree,13,86,1677..1680,the
essay01.txt.ptree,13,88,1681..1689,training
essay01.txt.ptree,13,91,1690..1692,of
essay01.txt.ptree,13,96,1693..1696,his
essay01.txt.ptree,13,98,1697..1699,or
essay01.txt.ptree,13,100,1700..1703,her
essay01.txt.ptree,13,102,1704..1709,coach
essay01.txt.ptree,13,104,1709..1710,COMMA
essay01.txt.ptree,13,106,1711..1714,and
essay01.txt.ptree,13,110,1715..1718,the
essay01.txt.ptree,13,112,1719..1723,help
essay01.txt.ptree,13,115,1724..1726,of
essay01.txt.ptree,13,119,1727..1732,other
essay01.txt.ptree,13,121,1733..1745,professional
essay01.txt.ptree,13,123,1746..1752,staffs
essay01.txt.ptree,13,126,1753..1757,such
essay01.txt.ptree,13,128,1758..1760,as
essay01.txt.ptree,13,131,1761..1764,the
essay01.txt.ptree,13,133,1765..1771,people
essay01.txt.ptree,13,137,1772..1775,who
essay01.txt.ptree,13,141,1776..1780,take
essay01.txt.ptree,13,145,1781..1785,care
essay01.txt.ptree,13,148,1786..1788,of
essay01.txt.ptree,13,151,1789..1792,his
essay01.txt.ptree,13,153,1793..1797,diet
essay01.txt.ptree,13,155,1797..1798,COMMA
essay01.txt.ptree,13,157,1799..1802,and
essay01.txt.ptree,13,161,1803..1808,those
essay01.txt.ptree,13,165,1809..1812,who
essay01.txt.ptree,13,169,1813..1816,are
essay01.txt.ptree,13,172,1817..1819,in
essay01.txt.ptree,13,176,1820..1826,charge
essay01.txt.ptree,13,179,1827..1829,of
essay01.txt.ptree,13,182,1830..1833,the
essay01.txt.ptree,13,184,1834..1841,medical
essay01.txt.ptree,13,186,1842..1846,care
essay01.txt.ptree,13,188,1846..1847,.
essay01.txt.ptree,14,6,1848..1851,The
essay01.txt.ptree,14,8,1852..1858,winner
essay01.txt.ptree,14,11,1859..1861,is
essay01.txt.ptree,14,14,1862..1865,the
essay01.txt.ptree,14,16,1866..1873,athlete
essay01.txt.ptree,14,18,1874..1877,but
essay01.txt.ptree,14,22,1878..1881,the
essay01.txt.ptree,14,24,1882..1889,success
essay01.txt.ptree,14,27,1890..1897,belongs
essay01.txt.ptree,14,30,1898..1900,to
essay01.txt.ptree,14,33,1901..1904,the
essay01.txt.ptree,14,35,1905..1910,whole
essay01.txt.ptree,14,37,1911..1915,team
essay01.txt.ptree,14,39,1915..1916,.
essay01.txt.ptree,15,6,1917..1926,Therefore
essay01.txt.ptree,15,8,1927..1934,without
essay01.txt.ptree,15,11,1935..1938,the
essay01.txt.ptree,15,13,1939..1950,cooperation
essay01.txt.ptree,15,15,1950..1951,COMMA
essay01.txt.ptree,15,18,1952..1957,there
essay01.txt.ptree,15,21,1958..1963,would
essay01.txt.ptree,15,24,1964..1966,be
essay01.txt.ptree,15,28,1967..1969,no
essay01.txt.ptree,15,30,1970..1977,victory
essay01.txt.ptree,15,33,1978..1980,of
essay01.txt.ptree,15,36,1981..1992,competition
essay01.txt.ptree,15,38,1992..1993,.
essay01.txt.ptree,16,5,1994..2006,Consequently
essay01.txt.ptree,16,7,2006..2007,COMMA
essay01.txt.ptree,16,11,2008..2010,no
essay01.txt.ptree,16,13,2011..2017,matter
essay01.txt.ptree,16,16,2018..2022,from
essay01.txt.ptree,16,21,2023..2026,the
essay01.txt.ptree,16,23,2027..2031,view
essay01.txt.ptree,16,26,2032..2034,of
essay01.txt.ptree,16,29,2035..2045,individual
essay01.txt.ptree,16,31,2046..2057,development
essay01.txt.ptree,16,33,2058..2060,or
essay01.txt.ptree,16,37,2061..2064,the
essay01.txt.ptree,16,39,2065..2077,relationship
essay01.txt.ptree,16,42,2078..2085,between
essay01.txt.ptree,16,45,2086..2097,competition
essay01.txt.ptree,16,47,2098..2101,and
essay01.txt.ptree,16,49,2102..2113,cooperation
essay01.txt.ptree,16,52,2114..2116,we
essay01.txt.ptree,16,55,2117..2120,can
essay01.txt.ptree,16,58,2121..2128,receive
essay01.txt.ptree,16,61,2129..2132,the
essay01.txt.ptree,16,63,2133..2137,same
essay01.txt.ptree,16,65,2138..2148,conclusion
essay01.txt.ptree,16,68,2149..2153,that
essay01.txt.ptree,16,73,2154..2155,a
essay01.txt.ptree,16,76,2156..2160,more
essay01.txt.ptree,16,78,2161..2172,cooperative
essay01.txt.ptree,16,80,2173..2182,attitudes
essay01.txt.ptree,16,83,2183..2190,towards
essay01.txt.ptree,16,86,2191..2195,life
essay01.txt.ptree,16,89,2196..2198,is
essay01.txt.ptree,16,92,2199..2203,more
essay01.txt.ptree,16,94,2204..2214,profitable
essay01.txt.ptree,16,97,2215..2217,in
essay01.txt.ptree,16,101,2218..2221,one
essay01.txt.ptree,16,103,2221..2223,'s
essay01.txt.ptree,16,105,2224..2231,success
essay01.txt.ptree,16,107,2231..2232,.
